lastname,firstname,team,points,games,liga_id,league_name,season,bezirk
96.,Fischer,Andreas,DJK Don Bosco Bamberg 3,8,250,Bezirksklasse,2011,Oberfranken
97.,Günther,Fabian,DJK Don Bosco Bamberg 3,8,250,Bezirksklasse,2011,Oberfranken
98.,Saulich,Daniel,Post-SV Bamberg 2,8,250,Bezirksklasse,2011,Oberfranken
99.,Imsel,Tobias,TSV Ludwigsstadt,7,250,Bezirksklasse,2011,Oberfranken
100.,Becher,Oliver,TSV Breitengüßbach 4,7,250,Bezirksklasse,2011,Oberfranken
101.,Eschler,Christoph,DJK Don Bosco Bamberg 3,5,250,Bezirksklasse,2011,Oberfranken
102.,Tauer,Daniel,TSV Ebermannstadt,5,250,Bezirksklasse,2011,Oberfranken
103.,Fischbach,Florian,TSV Ludwigsstadt,4,250,Bezirksklasse,2011,Oberfranken
104.,Tadda,Walter,TSV Breitengüßbach 4,4,250,Bezirksklasse,2011,Oberfranken
105.,Trautnitz,Claus,TSV Breitengüßbach 4,4,250,Bezirksklasse,2011,Oberfranken
106.,Loch,Patrick,BODY STREET Baunach 2,3,250,Bezirksklasse,2011,Oberfranken
107.,Brandauer,Fabian,TSV Ebermannstadt,2,250,Bezirksklasse,2011,Oberfranken
108.,Krumm,Nils,TSV Ludwigsstadt,2,250,Bezirksklasse,2011,Oberfranken
109.,Reich,Jürgen,BODY STREET Baunach 2,2,250,Bezirksklasse,2011,Oberfranken
110.,Poser,Silas,TSV Ludwigsstadt,2,250,Bezirksklasse,2011,Oberfranken
Statistikdaten (Saison: 2011/2012) - Bezirksliga Herren (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2011/2012) - Bezirksliga Herren (Senioren Oberfranken),Statistikdaten (Saison: 2011/2012) - Bezirksliga Herren (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,250,Bezirksklasse,2011,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,250,Bezirksklasse,2011,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,250,Bezirksklasse,2011,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,250,Bezirksklasse,2011,Oberfranken
1.,Albert,Klaus,TSV Ebensfeld,268,10860,Bezirksoberliga,2012,Oberfranken
2.,Wiese,Jonas Michael,TSV Breitengüßbach 4,254,10860,Bezirksoberliga,2012,Oberfranken
3.,Jäger,Alexander Eduard,Regnitztal Baskets,251,10860,Bezirksoberliga,2012,Oberfranken
4.,Bechmann,Benedikt,TS Lichtenfels,249,10860,Bezirksoberliga,2012,Oberfranken
5.,Krüger,Jakob,ATS Kulmbach,249,10860,Bezirksoberliga,2012,Oberfranken
6.,Schuberth,Christian,ATS Kulmbach,248,10860,Bezirksoberliga,2012,Oberfranken
7.,Erber,Sven-Uwe,SV Zapfendorf,239,10860,Bezirksoberliga,2012,Oberfranken
8.,Riedel,Steffen,SV Zapfendorf,234,10860,Bezirksoberliga,2012,Oberfranken
9.,Rothe,Hagen,DJK Eggolsheim 2,215,10860,Bezirksoberliga,2012,Oberfranken
10.,Hofmann,Daniel,TSV Ebensfeld,212,10860,Bezirksoberliga,2012,Oberfranken
11.,Ludwig,Michael Heinrich,TSV Breitengüßbach 4,204,10860,Bezirksoberliga,2012,Oberfranken
12.,Leicht,Sebastian,TS Lichtenfels,202,10860,Bezirksoberliga,2012,Oberfranken
13.,Gärtner,Leonard,TS Lichtenfels,193,10860,Bezirksoberliga,2012,Oberfranken
14.,Espach,Jonas,TSV Ebensfeld,189,10860,Bezirksoberliga,2012,Oberfranken
15.,Reinfelder,Silvio,SpVgg Rattelsdorf 2,188,10860,Bezirksoberliga,2012,Oberfranken
16.,Feulner,Marco,TSV Ebensfeld,187,10860,Bezirksoberliga,2012,Oberfranken
17.,Ködel,Johannes,BSC Saas Bayreuth,186,10860,Bezirksoberliga,2012,Oberfranken
18.,Kühnlein,Torsten Michael,TSV Breitengüßbach 4,175,10860,Bezirksoberliga,2012,Oberfranken
19.,Mallanik,Marcus,ATS Kulmbach,173,10860,Bezirksoberliga,2012,Oberfranken
20.,Steiner,Felix,TS Lichtenfels,172,10860,Bezirksoberliga,2012,Oberfranken
21.,Roppelt,Julian,DJK Eggolsheim 2,169,10860,Bezirksoberliga,2012,Oberfranken
22.,Feulner,André,TSV Ebensfeld,167,10860,Bezirksoberliga,2012,Oberfranken
23.,Schultze,Björn,SV Zapfendorf,161,10860,Bezirksoberliga,2012,Oberfranken
24.,Schütz,Kevin Armin Adolf,Regnitztal Baskets,149,10860,Bezirksoberliga,2012,Oberfranken
25.,Ferner,Felix Stefan,TSV Breitengüßbach 4,146,10860,Bezirksoberliga,2012,Oberfranken
26.,Mallanik,Lukas,ATS Kulmbach,144,10860,Bezirksoberliga,2012,Oberfranken
27.,Oechsler,Peter Werner Georg,TSV Breitengüßbach 4,143,10860,Bezirksoberliga,2012,Oberfranken
28.,Sutter,Sebastian,BSC Saas Bayreuth,143,10860,Bezirksoberliga,2012,Oberfranken
29.,Jasinski,Dominik,SV Zapfendorf,143,10860,Bezirksoberliga,2012,Oberfranken
30.,Mönius,Phillip,DJK Eggolsheim 2,138,10860,Bezirksoberliga,2012,Oberfranken
31.,Simon,Tobias Benjamin,TS Lichtenfels,130,10860,Bezirksoberliga,2012,Oberfranken
32.,Kirsch,Christophe,TS Lichtenfels,126,10860,Bezirksoberliga,2012,Oberfranken
33.,Rüger,Heiko,ATS Kulmbach,125,10860,Bezirksoberliga,2012,Oberfranken
34.,Reichmann,Nikolas,Regnitztal Baskets,120,10860,Bezirksoberliga,2012,Oberfranken
35.,McDuffie,Deon,SpVgg Rattelsdorf 2,115,10860,Bezirksoberliga,2012,Oberfranken
36.,Thiem,Maximilian,SpVgg Rattelsdorf 2,111,10860,Bezirksoberliga,2012,Oberfranken
37.,Popp,Bastian,BSC Saas Bayreuth,110,10860,Bezirksoberliga,2012,Oberfranken
38.,Flierl,Kilian,Regnitztal Baskets,108,10860,Bezirksoberliga,2012,Oberfranken
39.,Stumpf,Manuel Wolfgang,SV Zapfendorf,107,10860,Bezirksoberliga,2012,Oberfranken
40.,Mergenthler,Markus,Regnitztal Baskets,105,10860,Bezirksoberliga,2012,Oberfranken
41.,Jaeger,Thomas,BSC Saas Bayreuth,104,10860,Bezirksoberliga,2012,Oberfranken
42.,Williams,Terry,Regnitztal Baskets,103,10860,Bezirksoberliga,2012,Oberfranken
43.,Meier,Mirko,SV Zapfendorf,99,10860,Bezirksoberliga,2012,Oberfranken
44.,Rutzenhöfer,Maximilian,BSC Saas Bayreuth,98,10860,Bezirksoberliga,2012,Oberfranken
45.,Dütsch,Thomas,TSV Ebensfeld,97,10860,Bezirksoberliga,2012,Oberfranken
46.,Hoffmann,Matthias Werner,TSV Breitengüßbach 4,96,10860,Bezirksoberliga,2012,Oberfranken
47.,Aumüller,Dominik,SpVgg Rattelsdorf 2,94,10860,Bezirksoberliga,2012,Oberfranken
48.,Doblinger,Sebastian,SpVgg Rattelsdorf 2,94,10860,Bezirksoberliga,2012,Oberfranken
49.,Brüning,Julian,BSC Saas Bayreuth,93,10860,Bezirksoberliga,2012,Oberfranken
50.,Meyer,Edwin,BSC Saas Bayreuth,89,10860,Bezirksoberliga,2012,Oberfranken
51.,Stretz,Tobias,SpVgg Rattelsdorf 2,84,10860,Bezirksoberliga,2012,Oberfranken
52.,Kurzidim,Stefan,SV Zapfendorf,83,10860,Bezirksoberliga,2012,Oberfranken
53.,Hubatschek,Kilian,Regnitztal Baskets,78,10860,Bezirksoberliga,2012,Oberfranken
54.,Bechmann,Simon,TS Lichtenfels,77,10860,Bezirksoberliga,2012,Oberfranken
55.,Hofmann,Tobias,TSV Breitengüßbach 4,74,10860,Bezirksoberliga,2012,Oberfranken
56.,Meschke,Christian,TS Lichtenfels,74,10860,Bezirksoberliga,2012,Oberfranken
57.,Smith,Philipp,SpVgg Rattelsdorf 2,74,10860,Bezirksoberliga,2012,Oberfranken
58.,Schmidt,Martin,BSC Saas Bayreuth,71,10860,Bezirksoberliga,2012,Oberfranken
59.,Schabacker,Rainer,TSV Breitengüßbach 4,70,10860,Bezirksoberliga,2012,Oberfranken
60.,Amtmann,Thomas,DJK Eggolsheim 2,70,10860,Bezirksoberliga,2012,Oberfranken
61.,Hanisch,Andreas,DJK Eggolsheim 2,68,10860,Bezirksoberliga,2012,Oberfranken
62.,Dingel,Julius,BSC Saas Bayreuth,58,10860,Bezirksoberliga,2012,Oberfranken
63.,Seemüller,Armin,SpVgg Rattelsdorf 2,57,10860,Bezirksoberliga,2012,Oberfranken
64.,Vonau,Jakob,BSC Saas Bayreuth,55,10860,Bezirksoberliga,2012,Oberfranken
65.,Bastian,Patrick,Regnitztal Baskets,55,10860,Bezirksoberliga,2012,Oberfranken
66.,Slabu,Sebastian Ionut,SpVgg Rattelsdorf 2,54,10860,Bezirksoberliga,2012,Oberfranken
67.,Koths,Tim,ATS Kulmbach,51,10860,Bezirksoberliga,2012,Oberfranken
68.,Stäudler,Michael,Regnitztal Baskets,51,10860,Bezirksoberliga,2012,Oberfranken
69.,Reck,Daniel,BSC Saas Bayreuth,48,10860,Bezirksoberliga,2012,Oberfranken
70.,Drechsel,Jim,BSC Saas Bayreuth,47,10860,Bezirksoberliga,2012,Oberfranken
71.,Schulte,Phillip,ATS Kulmbach,45,10860,Bezirksoberliga,2012,Oberfranken
72.,Deuber,Matthias,SpVgg Rattelsdorf 2,45,10860,Bezirksoberliga,2012,Oberfranken
73.,Jourdan,Gabriel,BSC Saas Bayreuth,42,10860,Bezirksoberliga,2012,Oberfranken
74.,Eismann,Daniel,BSC Saas Bayreuth,42,10860,Bezirksoberliga,2012,Oberfranken
75.,Schneider,Florian,SpVgg Rattelsdorf 2,42,10860,Bezirksoberliga,2012,Oberfranken
76.,Loskarn,Patrick Matthäus,Regnitztal Baskets,41,10860,Bezirksoberliga,2012,Oberfranken
77.,Goppert,Wolfgang,TSV Breitengüßbach 4,41,10860,Bezirksoberliga,2012,Oberfranken
78.,Amon,Timo,DJK Eggolsheim 2,38,10860,Bezirksoberliga,2012,Oberfranken
79.,Korn,Wilfried,TSV Breitengüßbach 4,37,10860,Bezirksoberliga,2012,Oberfranken
80.,Ellner,Matthias,TSV Ebensfeld,37,10860,Bezirksoberliga,2012,Oberfranken
81.,Hoffmann,Tobias,ATS Kulmbach,36,10860,Bezirksoberliga,2012,Oberfranken
82.,Bayer,Tobias,SV Zapfendorf,36,10860,Bezirksoberliga,2012,Oberfranken
83.,Endres,Christian,SpVgg Rattelsdorf 2,34,10860,Bezirksoberliga,2012,Oberfranken
84.,Hanisch,Christian,DJK Eggolsheim 2,33,10860,Bezirksoberliga,2012,Oberfranken
85.,Laberer,Markus,SV Zapfendorf,32,10860,Bezirksoberliga,2012,Oberfranken
86.,Schuler,Elias,DJK Eggolsheim 2,32,10860,Bezirksoberliga,2012,Oberfranken
87.,Wiesner,Kai-Holger,ATS Kulmbach,31,10860,Bezirksoberliga,2012,Oberfranken
88.,Balduf,Stefan,ATS Kulmbach,30,10860,Bezirksoberliga,2012,Oberfranken
89.,Schülner,Dirk,SV Zapfendorf,27,10860,Bezirksoberliga,2012,Oberfranken
90.,Hansl,Matthias,ATS Kulmbach,26,10860,Bezirksoberliga,2012,Oberfranken
91.,Reuter,Benoit Emile Nicolas,TSV Breitengüßbach 4,24,10860,Bezirksoberliga,2012,Oberfranken
92.,Ilg,Patrick,DJK Eggolsheim 2,23,10860,Bezirksoberliga,2012,Oberfranken
93.,Schlaug,Michael,Regnitztal Baskets,23,10860,Bezirksoberliga,2012,Oberfranken
94.,Uch,Hans-Jürgen,TSV Breitengüßbach 4,21,10860,Bezirksoberliga,2012,Oberfranken
95.,Siebe,Marcel,SpVgg Rattelsdorf 2,15,10860,Bezirksoberliga,2012,Oberfranken
96.,Eckert,Reinhold,TSV Breitengüßbach 4,15,10860,Bezirksoberliga,2012,Oberfranken
97.,Geheeb,Felix,Regnitztal Baskets,14,10860,Bezirksoberliga,2012,Oberfranken
98.,Herzog,Dominik,Regnitztal Baskets,13,10860,Bezirksoberliga,2012,Oberfranken
99.,Jäger,Oliver,DJK Eggolsheim 2,13,10860,Bezirksoberliga,2012,Oberfranken
100.,Weiß,Konrad,TSV Breitengüßbach 4,13,10860,Bezirksoberliga,2012,Oberfranken
101.,Deuber,Johannes,SpVgg Rattelsdorf 2,13,10860,Bezirksoberliga,2012,Oberfranken
102.,Saffer,Wolfgang,DJK Eggolsheim 2,12,10860,Bezirksoberliga,2012,Oberfranken
103.,Reitz,Mario,TSV Ebensfeld,12,10860,Bezirksoberliga,2012,Oberfranken
104.,Ratzmann,Benedikt,SpVgg Rattelsdorf 2,12,10860,Bezirksoberliga,2012,Oberfranken
105.,Ködel,Tobias,BSC Saas Bayreuth,11,10860,Bezirksoberliga,2012,Oberfranken
106.,Riediger,Maximilian,DJK Eggolsheim 2,11,10860,Bezirksoberliga,2012,Oberfranken
107.,Brown,David,ATS Kulmbach,10,10860,Bezirksoberliga,2012,Oberfranken
108.,Dusold,Edgar,TSV Breitengüßbach 4,10,10860,Bezirksoberliga,2012,Oberfranken
109.,Möhrlein,Niklas,DJK Eggolsheim 2,10,10860,Bezirksoberliga,2012,Oberfranken
110.,Dittrich,Jochen,TS Lichtenfels,9,10860,Bezirksoberliga,2012,Oberfranken
111.,Müller,Michael,SV Zapfendorf,9,10860,Bezirksoberliga,2012,Oberfranken
112.,Geiger,Markus,DJK Eggolsheim 2,9,10860,Bezirksoberliga,2012,Oberfranken
113.,Kupfer,Matthias Werner Heinrich,SpVgg Rattelsdorf 2,8,10860,Bezirksoberliga,2012,Oberfranken
114.,Bauman,Stefan,TSV Ebensfeld,8,10860,Bezirksoberliga,2012,Oberfranken
115.,Krump,Johannes,TSV Ebensfeld,7,10860,Bezirksoberliga,2012,Oberfranken
116.,Neumann,Sebastian,BSC Saas Bayreuth,6,10860,Bezirksoberliga,2012,Oberfranken
117.,Motschmann,Kevin,BSC Saas Bayreuth,6,10860,Bezirksoberliga,2012,Oberfranken
118.,Bechmann,Florian,TS Lichtenfels,6,10860,Bezirksoberliga,2012,Oberfranken
119.,Kleine,Daniel,Regnitztal Baskets,6,10860,Bezirksoberliga,2012,Oberfranken
120.,Hofmann,Stefan,TS Lichtenfels,6,10860,Bezirksoberliga,2012,Oberfranken
121.,Gömer,Christian,ATS Kulmbach,5,10860,Bezirksoberliga,2012,Oberfranken
122.,Wagner,Jonas,TS Lichtenfels,5,10860,Bezirksoberliga,2012,Oberfranken
123.,Sitzmann,Maximilian,Regnitztal Baskets,4,10860,Bezirksoberliga,2012,Oberfranken
124.,Vogel,Dimo,TS Lichtenfels,4,10860,Bezirksoberliga,2012,Oberfranken
125.,Engert,Steffen,DJK Eggolsheim 2,4,10860,Bezirksoberliga,2012,Oberfranken
126.,Biesenecker,David Michael John,Regnitztal Baskets,3,10860,Bezirksoberliga,2012,Oberfranken
127.,Möhrlein,Konrad,DJK Eggolsheim 2,3,10860,Bezirksoberliga,2012,Oberfranken
128.,Förner,Michael,TSV Ebensfeld,3,10860,Bezirksoberliga,2012,Oberfranken
129.,Biedermann,Matthias,TSV Breitengüßbach 4,2,10860,Bezirksoberliga,2012,Oberfranken
130.,Bisani,Philip,BSC Saas Bayreuth,2,10860,Bezirksoberliga,2012,Oberfranken
131.,Fugmann,Thomas,TS Lichtenfels,2,10860,Bezirksoberliga,2012,Oberfranken
132.,Moritz,Simon,ATS Kulmbach,2,10860,Bezirksoberliga,2012,Oberfranken
133.,Rott,Michael,SV Zapfendorf,2,10860,Bezirksoberliga,2012,Oberfranken
134.,Leutner-Happ,Christian,TSV Ebensfeld,2,10860,Bezirksoberliga,2012,Oberfranken
135.,Lohneis,Jakob,Regnitztal Baskets,2,10860,Bezirksoberliga,2012,Oberfranken
136.,Martin,Steffen,SpVgg Rattelsdorf 2,1,10860,Bezirksoberliga,2012,Oberfranken
Statistikdaten (Saison: 2012/2013) - Bezirksoberliga Herren (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2012/2013) - Bezirksoberliga Herren (Senioren Oberfranken),Statistikdaten (Saison: 2012/2013) - Bezirksoberliga Herren (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,10860,Bezirksoberliga,2012,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,10860,Bezirksoberliga,2012,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,10860,Bezirksoberliga,2012,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,10860,Bezirksoberliga,2012,Oberfranken
1.,Rosiwal,Silvia,DJK Don Bosco Bamberg 2,170,248,Bezirksoberliga,2012,Oberfranken
2.,Braun,Karina Petra,SpVgg Rattelsdorf,152,248,Bezirksoberliga,2012,Oberfranken
3.,Neubig,Nadine,BG Litzendorf,148,248,Bezirksoberliga,2012,Oberfranken
4.,Doktorowski,Nadja,SpVgg Rattelsdorf,134,248,Bezirksoberliga,2012,Oberfranken
5.,Bergmann-Bötsch,Anna,DJK Don Bosco Bamberg 2,120,248,Bezirksoberliga,2012,Oberfranken
6.,Rupprecht,Catarina,BBC Bayreuth 2,117,248,Bezirksoberliga,2012,Oberfranken
7.,Högen,Kerstin,DJK Don Bosco Bamberg 2,105,248,Bezirksoberliga,2012,Oberfranken
8.,Knoll,Anja,SpVgg Rattelsdorf,104,248,Bezirksoberliga,2012,Oberfranken
9.,Ellinger,Anja,BBC Bayreuth 2,101,248,Bezirksoberliga,2012,Oberfranken
10.,Stelzer,Laura,TTL Basketball Bamberg 2,98,248,Bezirksoberliga,2012,Oberfranken
11.,Malcharczyk,Mariana,BG Litzendorf,97,248,Bezirksoberliga,2012,Oberfranken
12.,Lehner,Jutta,BBC Bayreuth 2,91,248,Bezirksoberliga,2012,Oberfranken
13.,Knoblach,Elisa-Maria,BG Litzendorf,87,248,Bezirksoberliga,2012,Oberfranken
14.,Kühhorn,Susanne,DJK Don Bosco Bamberg 2,83,248,Bezirksoberliga,2012,Oberfranken
15.,Ulbrich,Verena,BG Litzendorf,80,248,Bezirksoberliga,2012,Oberfranken
16.,Konrad,Anna,TTL Basketball Bamberg 2,75,248,Bezirksoberliga,2012,Oberfranken
17.,Derra,Sabine,SC Kemmern 3,74,248,Bezirksoberliga,2012,Oberfranken
18.,Minier,Nicole,BBC Bayreuth 2,73,248,Bezirksoberliga,2012,Oberfranken
19.,Nürnberger,Melanie,SpVgg Rattelsdorf,72,248,Bezirksoberliga,2012,Oberfranken
20.,Ulshöfer,Eva,TTL Basketball Bamberg 2,68,248,Bezirksoberliga,2012,Oberfranken
21.,Schäfer,Carina,SC Kemmern 3,63,248,Bezirksoberliga,2012,Oberfranken
22.,Narr,Isabelle,SpVgg Rattelsdorf,59,248,Bezirksoberliga,2012,Oberfranken
23.,Endres,Magdalena,SC Kemmern 3,52,248,Bezirksoberliga,2012,Oberfranken
24.,Jansen,Andrea,BG Litzendorf,52,248,Bezirksoberliga,2012,Oberfranken
25.,Schmitt,Sabine,SC Kemmern 3,52,248,Bezirksoberliga,2012,Oberfranken
26.,Rohm,Andrea,DJK Don Bosco Bamberg 2,51,248,Bezirksoberliga,2012,Oberfranken
27.,Schlichting,Stephanie,TTL Basketball Bamberg 2,48,248,Bezirksoberliga,2012,Oberfranken
28.,Vogler,Renate,DJK Don Bosco Bamberg 2,39,248,Bezirksoberliga,2012,Oberfranken
29.,Weckwerth,Leonie,TTL Basketball Bamberg 2,39,248,Bezirksoberliga,2012,Oberfranken
30.,Schneider,Alexandra,TTL Basketball Bamberg 2,38,248,Bezirksoberliga,2012,Oberfranken
31.,Kreutzer,Maren,SpVgg Rattelsdorf,35,248,Bezirksoberliga,2012,Oberfranken
32.,Nölscher,Amelie,BG Litzendorf,34,248,Bezirksoberliga,2012,Oberfranken
33.,Lauterbach,Kathrin,BBC Bayreuth 2,33,248,Bezirksoberliga,2012,Oberfranken
34.,Kröner,Birgit,DJK Don Bosco Bamberg 2,33,248,Bezirksoberliga,2012,Oberfranken
35.,Wollny,Amelie,BBC Bayreuth 2,31,248,Bezirksoberliga,2012,Oberfranken
36.,Schüpferling,Anna,DJK Don Bosco Bamberg 2,30,248,Bezirksoberliga,2012,Oberfranken
37.,Nölscher,Helena,BG Litzendorf,30,248,Bezirksoberliga,2012,Oberfranken
38.,Zeilner,Nadine,BBC Bayreuth 2,27,248,Bezirksoberliga,2012,Oberfranken
39.,Fuchs,Johanna,SC Kemmern 3,26,248,Bezirksoberliga,2012,Oberfranken
40.,Neeb,Petra,SC Kemmern 3,26,248,Bezirksoberliga,2012,Oberfranken
41.,Heyder,Astrid,TTL Basketball Bamberg 2,26,248,Bezirksoberliga,2012,Oberfranken
42.,Kropf,Susann,TTL Basketball Bamberg 2,24,248,Bezirksoberliga,2012,Oberfranken
43.,Keppner,Hanna Astrid,SC Kemmern 3,24,248,Bezirksoberliga,2012,Oberfranken
44.,Aumüller,Martina,SC Kemmern 3,23,248,Bezirksoberliga,2012,Oberfranken
45.,Lukic,Ivona,BG Litzendorf,23,248,Bezirksoberliga,2012,Oberfranken
46.,Schöllhorn,Stephanie,BBC Bayreuth 2,22,248,Bezirksoberliga,2012,Oberfranken
47.,Damke,Jessica,SpVgg Rattelsdorf,22,248,Bezirksoberliga,2012,Oberfranken
48.,Neeb,Birgit,SC Kemmern 3,21,248,Bezirksoberliga,2012,Oberfranken
49.,Schramm,Nina,BBC Bayreuth 2,21,248,Bezirksoberliga,2012,Oberfranken
50.,Brunner,Lena,SC Kemmern 3,17,248,Bezirksoberliga,2012,Oberfranken
51.,Becker,Paulina Ute,BBC Bayreuth 2,16,248,Bezirksoberliga,2012,Oberfranken
52.,Staudinger,Kristina,TTL Basketball Bamberg 2,15,248,Bezirksoberliga,2012,Oberfranken
53.,Brendel,Katrin,SpVgg Rattelsdorf,14,248,Bezirksoberliga,2012,Oberfranken
54.,Pflaumer,Luisa,TTL Basketball Bamberg 2,14,248,Bezirksoberliga,2012,Oberfranken
55.,Schober,Laura,SpVgg Rattelsdorf,13,248,Bezirksoberliga,2012,Oberfranken
56.,Wollny,Hannah,BBC Bayreuth 2,13,248,Bezirksoberliga,2012,Oberfranken
57.,Wittner,Sabine,SpVgg Rattelsdorf,12,248,Bezirksoberliga,2012,Oberfranken
58.,Ruff,Andrea,BG Litzendorf,10,248,Bezirksoberliga,2012,Oberfranken
59.,Endres,Martina,SC Kemmern 3,8,248,Bezirksoberliga,2012,Oberfranken
60.,Geuß,Patricia,SC Kemmern 3,8,248,Bezirksoberliga,2012,Oberfranken
61.,Königsreuter,Kristina,BBC Bayreuth 2,8,248,Bezirksoberliga,2012,Oberfranken
62.,Dorsch,Dagmar,DJK Don Bosco Bamberg 2,8,248,Bezirksoberliga,2012,Oberfranken
63.,Schöps,Andrea,TTL Basketball Bamberg 2,7,248,Bezirksoberliga,2012,Oberfranken
64.,Schneider,Dorothea,TTL Basketball Bamberg 2,6,248,Bezirksoberliga,2012,Oberfranken
65.,Doktorowski,Nina,SpVgg Rattelsdorf,4,248,Bezirksoberliga,2012,Oberfranken
66.,Thiele,Laura,BG Litzendorf,4,248,Bezirksoberliga,2012,Oberfranken
67.,Kluge,Julia,TTL Basketball Bamberg 2,4,248,Bezirksoberliga,2012,Oberfranken
68.,Eichelsdörfer,Astrid,SpVgg Rattelsdorf,4,248,Bezirksoberliga,2012,Oberfranken
69.,Zink,Elena,SC Kemmern 3,3,248,Bezirksoberliga,2012,Oberfranken
70.,Jahelka,Jessica,SpVgg Rattelsdorf,3,248,Bezirksoberliga,2012,Oberfranken
71.,Pautz,Urte,DJK Don Bosco Bamberg 2,2,248,Bezirksoberliga,2012,Oberfranken
72.,Herrmann,Lisa,BG Litzendorf,2,248,Bezirksoberliga,2012,Oberfranken
73.,Kohles,Julia,SC Kemmern 3,2,248,Bezirksoberliga,2012,Oberfranken
74.,Lösel,Kristin,SC Kemmern 3,2,248,Bezirksoberliga,2012,Oberfranken
75.,Loch,Lena,BG Litzendorf,2,248,Bezirksoberliga,2012,Oberfranken
76.,Loch,Pia,TTL Basketball Bamberg 2,2,248,Bezirksoberliga,2012,Oberfranken
77.,Friedmann,Heike,DJK Don Bosco Bamberg 2,1,248,Bezirksoberliga,2012,Oberfranken
Statistikdaten (Saison: 2012/2013) - Bezirksoberliga Damen (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2012/2013) - Bezirksoberliga Damen (Senioren Oberfranken),Statistikdaten (Saison: 2012/2013) - Bezirksoberliga Damen (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,248,Bezirksoberliga,2012,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,248,Bezirksoberliga,2012,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,248,Bezirksoberliga,2012,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,248,Bezirksoberliga,2012,Oberfranken
Statistikdaten (Saison: 2012/2013) - Bezirkspokal Herren (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2012/2013) - Bezirkspokal Herren (Senioren Oberfranken),Statistikdaten (Saison: 2012/2013) - Bezirkspokal Herren (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,10864,Bezirkspokal,2012,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,10864,Bezirkspokal,2012,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,10864,Bezirkspokal,2012,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,10864,Bezirkspokal,2012,Oberfranken
Statistikdaten (Saison: 2012/2013) - Kreispokal Herren (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2012/2013) - Kreispokal Herren (Senioren Oberfranken),Statistikdaten (Saison: 2012/2013) - Kreispokal Herren (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,10867,Bezirkspokal,2012,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,10867,Bezirkspokal,2012,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,10867,Bezirkspokal,2012,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,10867,Bezirkspokal,2012,Oberfranken
1.,Dorsch,Helmut,TSV Breitengüßbach,235,263,Bezirksliga,2012,Oberfranken
2.,Adler,Rudolf,BBC Bayreuth,200,263,Bezirksliga,2012,Oberfranken
3.,Vogel,Michael,BBC Bayreuth,184,263,Bezirksliga,2012,Oberfranken
4.,Möhrlein,Konrad,DJK Eggolsheim,183,263,Bezirksliga,2012,Oberfranken
